Sensor,Feature,Permutation_Importance,SHAP_Value
ind20,Outdoor Temperature,0.04057832090296569,0.6628030804796547
ind20,Outdoor PM(5.0),0.029235857179267178,0.7026827068620586
ind20,Outdoor PC(10.0),0.03498956590530946,0.7254678096176033
ind20,Outdoor PC(2.5),0.1458265691018448,2.0763554072378088
ind20,Outdoor PC(0.5),0.11825162458872478,2.6735061587536704
ind20,Outdoor PC(1.0),0.7605558659011308,7.26221240957167
ind21,Outdoor Dew Point,0.2387053806221469,0.5895563820508156
ind21,560nm,0.11654920152190698,0.655551281979063
ind21,645nm,0.20464374786725276,0.8103686787625887
ind21,Outdoor Temperature,0.10135472236704753,0.813949544619619
ind21,585nm,1.061926625475944,0.81575831395632
ind21,Outdoor PC(0.5),0.23585288756011097,3.8307849649065604
ind21,Outdoor PC(1.0),0.38968138227419014,4.307124060250183
